0	4816.58		0
1	0.02		6
2	-1167.54		8
4	-250		13
5	-110		14
6	-92		15
7	0		18
8	-117		16
9	-85		19
10	-12.5		21
11	-50		20
12	-350		17
13	-457.5		22
14	-125		26
15	-35		30
16	-90		31
17	-35		34
18	-40		32
19	-200		35
20	-200		36
21	-200		37
22	-20		38
23	-50		44
24	0		10
